t,Gx,Gy,Gz
210.299999999996,0.64,0,0.77
210.309999999996,0.64,0,0.77
210.319999999996,0.64,0,0.77
210.329999999996,0.64,0,0.77
210.339999999996,0.64,0,0.77
210.349999999996,0.64,0,0.77
210.359999999996,0.64,0,0.77
210.369999999996,0.64,0,0.77
210.379999999996,0.64,0,0.77
210.389999999996,0.64,0,0.77
210.399999999996,0.64,0,0.77
210.409999999996,0.64,0,0.77
210.419999999996,0.64,0,0.77
210.429999999996,0.64,0,0.77
210.439999999996,0.64,0,0.77
210.449999999996,0.64,0,0.77
210.459999999996,0.64,0,0.77
210.469999999996,0.64,0,0.77
210.479999999996,0.64,0,0.77
210.489999999996,0.64,0,0.77
210.499999999996,0.64,0,0.77
210.509999999996,0.64,0,0.77
210.519999999996,0.64,0,0.77
210.529999999996,0.64,0,0.77
210.539999999996,0.64,0,0.77
210.549999999996,0.64,0,0.77
210.559999999996,0.64,0,0.77
210.569999999996,0.64,0,0.77
210.579999999996,0.64,0,0.77
210.589999999996,0.64,0,0.77
210.599999999996,0.64,0,0.77
210.609999999996,0.64,0,0.77
210.619999999996,0.64,0,0.77
210.629999999996,0.64,0,0.77
210.639999999996,0.64,0,0.77
210.649999999996,0.64,0,0.77
210.659999999996,0.64,0,0.77
210.669999999996,0.64,0,0.77
210.679999999996,0.64,0,0.77
210.689999999996,0.64,0,0.77
210.699999999996,0.64,0,0.77
210.709999999996,0.64,0,0.77
210.719999999996,0.64,0,0.77
210.729999999996,0.64,0,0.77
210.739999999996,0.64,0,0.77
210.749999999996,0.64,0,0.77
210.759999999996,0.64,0,0.77
210.769999999996,0.64,0,0.77
210.779999999996,0.64,0,0.77
210.789999999996,0.64,0,0.77
210.799999999996,0.64,0,0.77
210.809999999996,0.64,0,0.77
210.819999999996,0.64,0,0.77
210.829999999996,0.64,0,0.77
210.839999999996,0.64,0,0.77
210.849999999996,0.64,0,0.77
210.859999999996,0.64,0,0.77
210.869999999996,0.64,0,0.77
210.879999999996,0.64,0,0.77
210.889999999996,0.64,0,0.77
210.899999999996,0.64,0,0.77
210.909999999996,0.64,0,0.77
210.919999999996,0.64,0,0.77
210.929999999996,0.64,0,0.77
210.939999999996,0.64,0,0.77
210.949999999996,0.64,0,0.77
210.959999999996,0.64,0,0.77
210.969999999996,0.63,0,0.77
210.979999999996,0.63,0,0.77
210.989999999996,0.63,0,0.77
210.999999999996,0.63,0,0.77
211.009999999996,0.63,0,0.77
211.019999999996,0.63,0,0.77
211.029999999996,0.63,0,0.77
211.039999999996,0.63,0,0.77
211.049999999996,0.63,0,0.77
211.059999999996,0.63,0,0.77
211.069999999996,0.63,0,0.77
211.079999999996,0.63,0,0.77
211.089999999996,0.63,0,0.77
211.099999999996,0.63,0,0.77
211.109999999996,0.63,0,0.77
211.119999999996,0.63,0,0.77
211.129999999996,0.63,0,0.77
211.139999999996,0.63,0,0.77
211.149999999996,0.63,0,0.77
211.159999999996,0.63,0,0.77
211.169999999996,0.63,0,0.77
211.179999999996,0.63,0,0.77
211.189999999996,0.63,0,0.77
211.199999999996,0.63,0,0.77
211.209999999996,0.63,0,0.77
211.219999999996,0.63,0,0.77
211.229999999996,0.63,0,0.77
211.239999999996,0.63,0,0.77
211.249999999996,0.63,0,0.77
211.259999999996,0.63,0,0.77
211.269999999996,0.63,0,0.77
211.279999999996,0.63,0,0.77
211.289999999996,0.63,0,0.77
211.299999999996,0.63,0,0.77
211.309999999996,0.63,0,0.77
211.319999999996,0.63,0,0.77
211.329999999996,0.63,0,0.77
211.339999999996,0.63,0,0.77
211.349999999996,0.63,0,0.77
211.359999999996,0.63,0,0.77
211.369999999996,0.63,0,0.77
211.379999999996,0.63,0,0.77
211.389999999996,0.63,0,0.77
211.399999999996,0.63,0,0.77
211.409999999996,0.63,0,0.77
211.419999999996,0.63,0,0.77
211.429999999996,0.63,0,0.77
211.439999999996,0.63,0,0.77
211.449999999996,0.63,0,0.77
211.459999999996,0.63,0,0.77
211.469999999996,0.63,0,0.77
211.479999999996,0.63,0,0.77
211.489999999996,0.63,0,0.77
211.499999999996,0.63,0,0.77
211.509999999996,0.63,0,0.77
211.519999999996,0.63,0,0.77
211.529999999996,0.63,0,0.77
211.539999999996,0.63,0,0.77
211.549999999996,0.63,0,0.77
211.559999999996,0.63,0,0.77
211.569999999996,0.63,0,0.78
211.579999999996,0.63,0,0.78
211.589999999996,0.63,0,0.78
211.599999999996,0.63,0,0.78
211.609999999996,0.63,0,0.78
211.619999999996,0.63,0,0.78
211.629999999996,0.63,0,0.78
211.639999999996,0.63,0,0.78
211.649999999996,0.63,0,0.78
211.659999999996,0.63,0,0.78
211.669999999996,0.63,0,0.78
211.679999999996,0.63,0,0.78
211.689999999996,0.63,0,0.78
211.699999999996,0.63,0,0.78
211.709999999996,0.63,0,0.78
211.719999999996,0.63,0,0.78
211.729999999996,0.63,0,0.78
211.739999999996,0.63,0,0.78
211.749999999996,0.63,0,0.78
211.759999999996,0.63,0,0.78
211.769999999996,0.63,0,0.78
211.779999999996,0.63,0,0.78
211.789999999996,0.63,0,0.78
211.799999999996,0.63,0,0.78
211.809999999996,0.63,0,0.78
211.819999999996,0.63,0,0.78
211.829999999996,0.63,0,0.78
211.839999999996,0.63,0,0.78
211.849999999996,0.63,0,0.78
211.859999999996,0.63,0,0.78
211.869999999996,0.63,0,0.78
211.879999999996,0.63,0,0.78
211.889999999996,0.63,0,0.78
211.899999999996,0.63,0,0.78
211.909999999996,0.63,0,0.78
211.919999999996,0.63,0,0.78
211.929999999996,0.63,0,0.78
211.939999999996,0.63,0,0.78
211.949999999996,0.63,0,0.78
211.959999999996,0.63,0,0.78
211.969999999996,0.63,0,0.78
211.979999999996,0.63,0,0.78
211.989999999996,0.63,0,0.78
211.999999999996,0.63,0,0.78
212.009999999996,0.63,0,0.78
212.019999999996,0.63,0,0.78
212.029999999996,0.63,0,0.78
212.039999999996,0.63,0,0.78
212.049999999996,0.63,0,0.78
212.059999999996,0.63,0,0.78
212.069999999996,0.63,0,0.78
212.079999999996,0.63,0,0.78
212.089999999996,0.63,0,0.78
212.099999999996,0.63,0,0.78
212.109999999996,0.63,0,0.78
212.119999999996,0.63,0,0.78
212.129999999996,0.63,0,0.78
212.139999999996,0.63,0,0.78
212.149999999996,0.63,0,0.78
212.159999999996,0.63,0,0.78
212.169999999996,0.63,0,0.78
212.179999999996,0.63,0,0.78
212.189999999996,0.63,0,0.78
212.199999999996,0.63,0,0.78
212.209999999996,0.63,0,0.78
212.219999999996,0.63,0,0.78
212.229999999996,0.63,0,0.78
212.239999999996,0.63,0,0.78
212.249999999996,0.63,0,0.78
212.259999999996,0.63,0,0.78
212.269999999996,0.63,0,0.78
212.279999999996,0.63,0,0.78
212.289999999996,0.63,0,0.78
212.299999999996,0.63,0,0.78
212.309999999996,0.63,0,0.78
212.319999999996,0.63,0,0.78
212.329999999996,0.63,0,0.78
212.339999999996,0.63,0,0.78
212.349999999996,0.63,0,0.78
212.359999999996,0.63,0,0.78
212.369999999996,0.63,0,0.78
212.379999999996,0.63,0,0.78
212.389999999996,0.63,0,0.78
212.399999999996,0.63,0,0.78
212.409999999996,0.63,0,0.78
212.419999999996,0.63,0,0.78
212.429999999996,0.63,0,0.78
212.439999999996,0.63,0,0.78
212.449999999996,0.63,0,0.78
212.459999999996,0.63,0,0.78
212.469999999996,0.63,0,0.78
212.479999999996,0.63,0,0.78
212.489999999996,0.63,0,0.78
212.499999999996,0.63,0,0.78
212.509999999996,0.63,0,0.78
212.519999999996,0.63,0,0.78
212.529999999996,0.63,0,0.78
212.539999999996,0.63,0,0.78
212.549999999996,0.63,0,0.78
212.559999999996,0.63,0,0.78
212.569999999996,0.63,0,0.78
212.579999999996,0.63,0,0.78
212.589999999996,0.63,0,0.78
212.599999999996,0.63,0,0.78
212.609999999996,0.63,0,0.78
212.619999999996,0.63,0,0.78
212.629999999996,0.63,0,0.78
212.639999999996,0.63,0,0.78
212.649999999996,0.63,0,0.78
212.659999999996,0.63,0,0.78
212.669999999996,0.63,0,0.78
212.679999999996,0.63,0,0.78
212.689999999996,0.63,0,0.78
212.699999999996,0.63,0,0.78
212.709999999996,0.63,0,0.78
212.719999999996,0.63,0,0.78
212.729999999996,0.63,0,0.78
212.739999999996,0.63,0,0.78
212.749999999996,0.63,0,0.78
212.759999999996,0.63,0,0.78
212.769999999996,0.63,0,0.78
212.779999999996,0.63,0,0.78
212.789999999996,0.63,0,0.78
212.799999999996,0.63,0,0.78
212.809999999996,0.63,0,0.78
212.819999999996,0.63,0,0.78
212.829999999996,0.63,0,0.78
212.839999999996,0.63,0,0.78
212.849999999996,0.63,0,0.78
212.859999999996,0.63,0,0.78
212.869999999996,0.63,0,0.78
212.879999999996,0.63,0,0.78
212.889999999996,0.63,0,0.78
212.899999999996,0.63,0,0.78
212.909999999996,0.63,0,0.78
212.919999999996,0.63,0,0.78
212.929999999996,0.63,0,0.78
212.939999999996,0.63,0,0.78
212.949999999996,0.63,0,0.78
212.959999999996,0.63,0,0.78
212.969999999996,0.63,0,0.78
212.979999999996,0.62,0,0.78
212.989999999996,0.62,0,0.78
212.999999999996,0.62,0,0.78
213.009999999996,0.62,0,0.78
213.019999999996,0.62,0,0.78
213.029999999996,0.62,0,0.78
213.039999999996,0.62,0,0.78
213.049999999996,0.62,0,0.78
213.059999999996,0.62,0,0.78
213.069999999996,0.62,0,0.78
213.079999999996,0.62,0,0.78
213.089999999996,0.62,0,0.78
213.099999999996,0.62,0,0.78
213.109999999996,0.62,0,0.78
213.119999999996,0.62,0,0.78
213.129999999996,0.62,0,0.78
213.139999999996,0.62,0,0.78
213.149999999996,0.62,0,0.78
213.159999999996,0.62,0,0.78
213.169999999996,0.62,0,0.78
213.179999999996,0.62,0,0.78
213.189999999996,0.62,0,0.78
213.199999999996,0.62,0,0.78
213.209999999996,0.62,0,0.78
213.219999999996,0.62,0,0.78
213.229999999996,0.62,0,0.78
213.239999999996,0.62,0,0.78
213.249999999996,0.62,0,0.78
213.259999999996,0.62,0,0.78
213.269999999996,0.62,0,0.78
213.279999999996,0.62,0,0.78
213.289999999996,0.62,0,0.78
213.299999999996,0.62,0,0.78
213.309999999996,0.62,0,0.78
213.319999999996,0.62,0,0.78
213.329999999996,0.62,0,0.78
213.339999999996,0.62,0,0.78
213.349999999996,0.62,0,0.78
213.359999999996,0.62,0,0.78
213.369999999996,0.62,0,0.78
213.379999999996,0.62,0,0.78
213.389999999996,0.62,0,0.78
213.399999999996,0.62,0,0.78
213.409999999996,0.62,0,0.78
213.419999999996,0.62,0,0.78
213.429999999996,0.62,0,0.78
213.439999999996,0.62,0,0.78
213.449999999996,0.62,0,0.78
213.459999999996,0.62,0,0.78
213.469999999996,0.62,0,0.78
213.479999999996,0.62,0,0.78
213.489999999996,0.62,0,0.78
213.499999999996,0.62,0,0.78
213.509999999996,0.62,0,0.78
213.519999999996,0.62,0,0.78
213.529999999996,0.62,0,0.78
213.539999999996,0.62,0,0.78
213.549999999996,0.62,0,0.78
213.559999999996,0.62,0,0.78
213.569999999996,0.62,0,0.78
213.579999999996,0.62,0,0.78
213.589999999996,0.62,0,0.78
213.599999999996,0.62,0,0.78
213.609999999996,0.62,0,0.78
213.619999999996,0.62,0,0.78
213.629999999996,0.62,0,0.78
213.639999999996,0.62,0,0.78
213.649999999996,0.62,0,0.78
213.659999999996,0.62,0,0.78
213.669999999996,0.62,0,0.78
213.679999999996,0.62,0,0.78
213.689999999996,0.62,0,0.78
213.699999999996,0.62,0,0.78
213.709999999996,0.62,0,0.78
213.719999999996,0.62,0,0.78
213.729999999996,0.62,0,0.78
213.739999999996,0.62,0,0.78
213.749999999996,0.62,0,0.78
213.759999999996,0.62,0,0.78
213.769999999996,0.62,0,0.78
213.779999999996,0.62,0,0.78
213.789999999996,0.62,0,0.78
213.799999999996,0.62,0,0.78
213.809999999996,0.62,0,0.78
213.819999999996,0.62,0,0.78
213.829999999996,0.62,0,0.78
213.839999999996,0.62,0,0.78
213.849999999996,0.62,0,0.78
213.859999999996,0.62,0,0.78
213.869999999996,0.62,0,0.78
213.879999999996,0.62,0,0.78
213.889999999996,0.62,0,0.78
213.899999999996,0.62,0,0.78
213.909999999996,0.62,0,0.78
213.919999999996,0.62,0,0.78
213.929999999996,0.62,0,0.78
213.939999999996,0.62,0,0.78
213.949999999996,0.62,0,0.78
213.959999999996,0.62,0,0.78
213.969999999996,0.62,0,0.78
213.979999999996,0.62,0,0.78
213.989999999996,0.62,0,0.78
213.999999999996,0.62,0,0.78
214.009999999996,0.62,0,0.78
214.019999999996,0.62,0,0.78
214.029999999996,0.62,0,0.78
214.039999999996,0.62,0,0.78
214.049999999996,0.62,0,0.78
214.059999999996,0.62,0,0.78
214.069999999996,0.62,0,0.79
214.079999999996,0.62,0,0.79
214.089999999996,0.62,0,0.79
214.099999999996,0.62,0,0.79
214.109999999996,0.62,0,0.79
214.119999999996,0.62,0,0.79
214.129999999996,0.62,0,0.79
214.139999999996,0.62,0,0.79
214.149999999996,0.62,0,0.79
214.159999999996,0.62,0,0.79
214.169999999996,0.62,0,0.79
214.179999999996,0.62,0,0.79
214.189999999996,0.62,0,0.79
214.199999999996,0.62,0,0.79
214.209999999996,0.62,0,0.79
214.219999999996,0.62,0,0.79
214.229999999996,0.62,0,0.79
214.239999999996,0.62,0,0.79
214.249999999996,0.62,0,0.79
214.259999999996,0.62,0,0.79
214.269999999996,0.62,0,0.79
214.279999999996,0.62,0,0.79
214.289999999996,0.62,0,0.79
214.299999999996,0.62,0,0.79
214.309999999996,0.62,0,0.79
214.319999999996,0.62,0,0.79
214.329999999996,0.62,0,0.79
214.339999999996,0.62,0,0.79
214.349999999996,0.62,0,0.79
214.359999999996,0.62,0,0.79
214.369999999996,0.62,0,0.79
214.379999999996,0.62,0,0.79
214.389999999996,0.62,0,0.79
214.399999999996,0.62,0,0.79
214.409999999996,0.62,0,0.79
214.419999999996,0.62,0,0.79
214.429999999996,0.62,0,0.79
214.439999999996,0.62,0,0.79
214.449999999996,0.62,0,0.79
214.459999999996,0.62,0,0.79
214.469999999996,0.62,0,0.79
214.479999999996,0.62,0,0.79
214.489999999996,0.62,0,0.79
214.499999999996,0.62,0,0.79
214.509999999996,0.62,0,0.79
214.519999999996,0.62,0,0.79
214.529999999996,0.62,0,0.79
214.539999999996,0.62,0,0.79
214.549999999996,0.62,0,0.79
214.559999999996,0.62,0,0.79
214.569999999996,0.62,0,0.79
214.579999999996,0.62,0,0.79
214.589999999996,0.62,0,0.79
214.599999999996,0.62,0,0.79
214.609999999996,0.62,0,0.79
214.619999999996,0.62,0,0.79
214.629999999996,0.62,0,0.79
214.639999999996,0.62,0,0.79
214.649999999996,0.62,0,0.79
214.659999999996,0.62,0,0.79
214.669999999996,0.62,0,0.79
214.679999999996,0.62,0,0.79
214.689999999996,0.62,0,0.79
214.699999999996,0.62,0,0.79
214.709999999996,0.62,0,0.79
214.719999999996,0.62,0,0.79
214.729999999996,0.62,0,0.79
214.739999999996,0.62,0,0.79
214.749999999996,0.62,0,0.79
214.759999999996,0.62,0,0.79
214.769999999996,0.62,0,0.79
214.779999999996,0.62,0,0.79
214.789999999996,0.62,0,0.79
214.799999999996,0.62,0,0.79
214.809999999996,0.62,0,0.79
214.819999999996,0.62,0,0.79
214.829999999996,0.62,0,0.79
214.839999999996,0.62,0,0.79
214.849999999996,0.62,0,0.79
214.859999999996,0.62,0,0.79
214.869999999996,0.62,0,0.79
214.879999999996,0.62,0,0.79
214.889999999996,0.62,0,0.79
214.899999999996,0.62,0,0.79
214.909999999996,0.62,0,0.79
214.919999999996,0.62,0,0.79
214.929999999996,0.62,0,0.79
214.939999999996,0.62,0,0.79
214.949999999996,0.62,0,0.79
214.959999999996,0.62,0,0.79
214.969999999996,0.62,0,0.79
214.979999999996,0.61,0,0.79
214.989999999996,0.61,0,0.79
214.999999999996,0.61,0,0.79
215.009999999996,0.61,0,0.79
215.019999999996,0.61,0,0.79
215.029999999996,0.61,0,0.79
215.039999999996,0.61,0,0.79
215.049999999996,0.61,0,0.79
215.059999999996,0.61,0,0.79
215.069999999996,0.61,0,0.79
215.079999999996,0.61,0,0.79
215.089999999996,0.61,0,0.79
215.099999999996,0.61,0,0.79
215.109999999996,0.61,0,0.79
215.119999999996,0.61,0,0.79
215.129999999996,0.61,0,0.79
215.139999999996,0.61,0,0.79
215.149999999996,0.61,0,0.79
215.159999999996,0.61,0,0.79
215.169999999996,0.61,0,0.79
215.179999999996,0.61,0,0.79
215.189999999996,0.61,0,0.79
215.199999999996,0.61,0,0.79
215.209999999996,0.61,0,0.79
215.219999999996,0.61,0,0.79
215.229999999996,0.61,0,0.79
215.239999999996,0.61,0,0.79
215.249999999996,0.61,0,0.79
215.259999999996,0.61,0,0.79
215.269999999996,0.61,0,0.79
215.279999999996,0.61,0,0.79
215.289999999996,0.61,0,0.79
215.299999999996,0.61,0,0.79
215.309999999996,0.61,0,0.79
215.319999999996,0.61,0,0.79
215.329999999996,0.61,0,0.79
215.339999999996,0.61,0,0.79
215.349999999996,0.61,0,0.79
215.359999999996,0.61,0,0.79
215.369999999996,0.61,0,0.79
215.379999999996,0.61,0,0.79
215.389999999996,0.61,0,0.79
215.399999999996,0.61,0,0.79
215.409999999996,0.61,0,0.79
215.419999999996,0.61,0,0.79
215.429999999996,0.61,0,0.79
215.439999999996,0.61,0,0.79
215.449999999996,0.61,0,0.79
215.459999999996,0.61,0,0.79
215.469999999996,0.61,0,0.79
215.479999999996,0.61,0,0.79
215.489999999996,0.61,0,0.79
215.499999999996,0.61,0,0.79
215.509999999996,0.61,0,0.79
215.519999999996,0.61,0,0.79
215.529999999996,0.61,0,0.79
215.539999999996,0.61,0,0.79
215.549999999996,0.61,0,0.79
215.559999999996,0.61,0,0.79
215.569999999996,0.61,0,0.79
215.579999999996,0.61,0,0.79
215.589999999996,0.61,0,0.79
215.599999999996,0.61,0,0.79
215.609999999996,0.61,0,0.79
215.619999999996,0.61,0,0.79
215.629999999995,0.61,0,0.79
215.639999999996,0.61,0,0.79
215.649999999996,0.61,0,0.79
215.659999999995,0.61,0,0.79
215.669999999996,0.61,0,0.79
215.679999999996,0.61,0,0.79
215.689999999995,0.61,0,0.79
215.699999999996,0.61,0,0.79
215.709999999996,0.61,0,0.79
215.719999999995,0.61,0,0.79
215.729999999996,0.61,0,0.79
215.739999999996,0.61,0,0.79
215.749999999996,0.61,0,0.79
215.759999999996,0.61,0,0.79
215.769999999996,0.61,0,0.79
215.779999999996,0.61,0,0.79
215.789999999996,0.61,0,0.79
215.799999999996,0.61,0,0.79
215.809999999996,0.61,0,0.79
215.819999999995,0.61,0,0.79
215.829999999996,0.61,0,0.79
215.839999999996,0.61,0,0.79
215.849999999995,0.61,0,0.79
215.859999999996,0.61,0,0.79
215.869999999996,0.61,0,0.79
215.879999999995,0.61,0,0.79
215.889999999996,0.61,0,0.79
215.899999999996,0.61,0,0.79
215.909999999995,0.61,0,0.79
215.919999999996,0.61,0,0.79
215.929999999996,0.61,0,0.79
215.939999999995,0.61,0,0.79
215.949999999995,0.61,0,0.79
215.959999999996,0.61,0,0.79
215.969999999995,0.61,0,0.79
215.979999999995,0.61,0,0.79
215.989999999996,0.61,0,0.79
215.999999999996,0.61,0,0.79
216.009999999995,0.61,0,0.79
216.019999999996,0.61,0,0.79
216.029999999996,0.61,0,0.79
216.039999999995,0.61,0,0.79
216.049999999996,0.61,0,0.79
216.059999999996,0.61,0,0.79
216.069999999995,0.61,0,0.79
216.079999999996,0.61,0,0.79
216.089999999996,0.61,0,0.79
216.099999999995,0.61,0,0.79
216.109999999996,0.61,0,0.79
216.119999999996,0.61,0,0.79
216.129999999995,0.61,0,0.79
216.139999999995,0.61,0,0.79
216.149999999996,0.61,0,0.79
216.159999999995,0.61,0,0.79
216.169999999995,0.61,0,0.79
216.179999999996,0.61,0,0.79
216.189999999995,0.61,0,0.79
216.199999999995,0.61,0,0.79
216.209999999996,0.61,0,0.79
216.219999999995,0.61,0,0.79
216.229999999995,0.61,0,0.79
216.239999999996,0.61,0,0.79
216.249999999996,0.61,0,0.79
216.259999999995,0.61,0,0.79
216.269999999995,0.61,0,0.79
216.279999999996,0.61,0,0.79
216.289999999995,0.61,0,0.79
216.299999999995,0.61,0,0.79
216.309999999996,0.61,0,0.79
216.319999999995,0.61,0,0.79
216.329999999995,0.61,0,0.79
216.339999999996,0.61,0,0.79
216.349999999995,0.61,0,0.79
216.359999999995,0.61,0,0.79
216.369999999996,0.61,0,0.79
216.379999999995,0.61,0,0.79
216.389999999995,0.61,0,0.79
216.399999999996,0.61,0,0.79
216.409999999995,0.61,0,0.79
216.419999999995,0.61,0,0.79
216.429999999996,0.61,0,0.79
216.439999999995,0.61,0,0.79
216.449999999995,0.61,0,0.79
216.459999999995,0.61,0,0.79
216.469999999995,0.61,0,0.79
216.479999999995,0.61,0,0.79
216.489999999995,0.61,0,0.79
216.499999999996,0.61,0,0.79
216.509999999995,0.61,0,0.79
216.519999999995,0.61,0,0.79
216.529999999996,0.61,0,0.79
216.539999999995,0.61,0,0.79
216.549999999995,0.61,0,0.79
216.559999999996,0.61,0,0.79
216.569999999995,0.61,0,0.79
216.579999999995,0.61,0,0.79
216.589999999995,0.61,0,0.79
216.599999999995,0.61,0,0.79
216.609999999995,0.61,0,0.79
216.619999999995,0.61,0,0.79
216.629999999995,0.61,0,0.79
216.639999999995,0.61,0,0.79
216.649999999995,0.61,0,0.8
216.659999999995,0.61,0,0.8
216.669999999995,0.61,0,0.8
216.679999999995,0.61,0,0.8
216.689999999995,0.61,0,0.8
216.699999999995,0.61,0,0.8
216.709999999995,0.61,0,0.8
216.719999999995,0.61,0,0.8
216.729999999995,0.61,0,0.8
216.739999999995,0.61,0,0.8
216.749999999996,0.61,0,0.8
216.759999999995,0.61,0,0.8
216.769999999995,0.61,0,0.8
216.779999999995,0.61,0,0.8
216.789999999995,0.61,0,0.8
216.799999999995,0.61,0,0.8
216.809999999995,0.61,0,0.8
216.819999999995,0.61,0,0.8
216.829999999995,0.61,0,0.8
216.839999999995,0.61,0,0.8
216.849999999995,0.61,0,0.8
216.859999999995,0.61,0,0.8
216.869999999995,0.61,0,0.8
216.879999999995,0.61,0,0.8
216.889999999995,0.61,0,0.8
216.899999999995,0.61,0,0.8
216.909999999995,0.61,0,0.8
216.919999999995,0.61,0,0.8
216.929999999995,0.61,0,0.8
216.939999999995,0.61,0,0.8
216.949999999995,0.61,0,0.8
216.959999999995,0.61,0,0.8
216.969999999995,0.61,0,0.8
216.979999999995,0.6,0,0.8
216.989999999995,0.6,0,0.8
216.999999999995,0.6,0,0.8
217.009999999995,0.6,0,0.8
217.019999999995,0.6,0,0.8
217.029999999995,0.6,0,0.8
217.039999999995,0.6,0,0.8
217.049999999995,0.6,0,0.8
217.059999999995,0.6,0,0.8
217.069999999995,0.6,0,0.8
217.079999999995,0.6,0,0.8
217.089999999995,0.6,0,0.8
217.099999999995,0.6,0,0.8
217.109999999995,0.6,0,0.8
217.119999999995,0.6,0,0.8
217.129999999995,0.6,0,0.8
217.139999999995,0.6,0,0.8
217.149999999995,0.6,0,0.8
217.159999999995,0.6,0,0.8
217.169999999995,0.6,0,0.8
217.179999999995,0.6,0,0.8
217.189999999995,0.6,0,0.8
217.199999999995,0.6,0,0.8
217.209999999995,0.6,0,0.8
217.219999999995,0.6,0,0.8
217.229999999995,0.6,0,0.8
217.239999999995,0.6,0,0.8
217.249999999995,0.6,0,0.8
217.259999999995,0.6,0,0.8
217.269999999995,0.6,0,0.8
217.279999999995,0.6,0,0.8
217.289999999995,0.6,0,0.8
217.299999999995,0.6,0,0.8
217.309999999995,0.6,0,0.8
217.319999999995,0.6,0,0.8
217.329999999995,0.6,0,0.8
217.339999999995,0.6,0,0.8
217.349999999995,0.6,0,0.8
217.359999999995,0.6,0,0.8
217.369999999995,0.6,0,0.8
217.379999999995,0.6,0,0.8
217.389999999995,0.6,0,0.8
217.399999999995,0.6,0,0.8
217.409999999995,0.6,0,0.8
217.419999999995,0.6,0,0.8
217.429999999995,0.6,0,0.8
217.439999999995,0.6,0,0.8
217.449999999995,0.6,0,0.8
217.459999999995,0.6,0,0.8
217.469999999995,0.6,0,0.8
217.479999999995,0.6,0,0.8
217.489999999995,0.6,0,0.8
217.499999999995,0.6,0,0.8
217.509999999995,0.6,0,0.8
217.519999999995,0.6,0,0.8
217.529999999995,0.6,0,0.8
217.539999999995,0.6,0,0.8
217.549999999995,0.6,0,0.8
217.559999999995,0.6,0,0.8
217.569999999995,0.6,0,0.8
217.579999999995,0.6,0,0.8
217.589999999995,0.6,0,0.8
217.599999999995,0.6,0,0.8
217.609999999995,0.6,0,0.8
217.619999999995,0.6,0,0.8
217.629999999995,0.6,0,0.8
217.639999999995,0.6,0,0.8
217.649999999995,0.6,0,0.8
217.659999999995,0.6,0,0.8
217.669999999995,0.6,0,0.8
217.679999999995,0.6,0,0.8
217.689999999995,0.6,0,0.8
217.699999999995,0.6,0,0.8
217.709999999995,0.6,0,0.8
217.719999999995,0.6,0,0.8
217.729999999995,0.6,0,0.8
217.739999999995,0.6,0,0.8
217.749999999995,0.6,0,0.8
217.759999999995,0.6,0,0.8
217.769999999995,0.6,0,0.8
217.779999999995,0.6,0,0.8
217.789999999995,0.6,0,0.8
217.799999999995,0.6,0,0.8
217.809999999995,0.6,0,0.8
217.819999999995,0.6,0,0.8
217.829999999995,0.6,0,0.8
217.839999999995,0.6,0,0.8
217.849999999995,0.6,0,0.8
217.859999999995,0.6,0,0.8
217.869999999995,0.6,0,0.8
217.879999999995,0.6,0,0.8
217.889999999995,0.6,0,0.8
217.899999999995,0.6,0,0.8
217.909999999995,0.6,0,0.8
217.919999999995,0.6,0,0.8
217.929999999995,0.6,0,0.8
217.939999999995,0.6,0,0.8
217.949999999995,0.6,0,0.8
217.959999999995,0.6,0,0.8
217.969999999995,0.6,0,0.8
217.979999999995,0.6,0,0.8
217.989999999995,0.6,0,0.8
217.999999999995,0.6,0,0.8
218.009999999995,0.6,0,0.8
218.019999999995,0.6,0,0.8
218.029999999995,0.6,0,0.8
218.039999999995,0.6,0,0.8
218.049999999995,0.6,0,0.8
218.059999999995,0.6,0,0.8
218.069999999995,0.6,0,0.8
218.079999999995,0.6,0,0.8
218.089999999995,0.6,0,0.8
218.099999999995,0.6,0,0.8
218.109999999995,0.6,0,0.8
218.119999999995,0.6,0,0.8
218.129999999995,0.6,0,0.8
218.139999999995,0.6,0,0.8
218.149999999995,0.6,0,0.8
218.159999999995,0.6,0,0.8
218.169999999995,0.6,0,0.8
218.179999999995,0.6,0,0.8
218.189999999995,0.6,0,0.8
218.199999999995,0.6,0,0.8
218.209999999995,0.6,0,0.8
218.219999999995,0.6,0,0.8
218.229999999995,0.6,0,0.8
218.239999999995,0.6,0,0.8
218.249999999995,0.6,0,0.8
218.259999999995,0.6,0,0.8
218.269999999995,0.6,0,0.8
218.279999999995,0.6,0,0.8
218.289999999995,0.6,0,0.8
218.299999999995,0.6,0,0.8
218.309999999995,0.6,0,0.8
218.319999999995,0.6,0,0.8
218.329999999995,0.6,0,0.8
218.339999999995,0.6,0,0.8
218.349999999995,0.6,0,0.8
218.359999999995,0.6,0,0.8
218.369999999995,0.6,0,0.8
218.379999999995,0.6,0,0.8
218.389999999995,0.6,0,0.8
218.399999999995,0.6,0,0.8
218.409999999995,0.6,0,0.8
218.419999999995,0.6,0,0.8
218.429999999995,0.6,0,0.8
218.439999999995,0.6,0,0.8
218.449999999995,0.6,0,0.8
218.459999999995,0.6,0,0.8
218.469999999995,0.6,0,0.8
218.479999999995,0.6,0,0.8
218.489999999995,0.6,0,0.8
218.499999999995,0.6,0,0.8
218.509999999995,0.6,0,0.8
